datasetid;last-checked-date;contact;predecessor;country;iso-region;source-copyrights;data-classification;restricted-comment;related-datasets;discontinued-data;unit-of-measure;publisher-periodicity;title;description;theme;keyword;license;language;timezone;modified;modified_updates_on_metadata_change;modified_updates_on_data_change;data_processed;metadata_processed;publisher;references;records_count;attributions;source_domain;source_domain_title;source_domain_address;source_dataset;oauth_scope;parent_domain;dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat_ap_ch.domain;dcat_ap_ch.rights;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;semantic.rml_mapping;semantic.classes;semantic.properties;explore.download_count
derivatives-exports-according-to-destination-barrels-per-day-2005-2014;2018-10-18;;;Saudi Arabia;EMEA;;Restricted;;;;Barrels/Day;;Derivatives Exports According to Destination;This dataset contains Saudi Arabia Derivatives Exports According to Destination 2005-2015 Ministry of Energy, Industry and Mineral Resources Exports, Export API data for more datasets to advance energy economics research;Crude Oil & Refined Products;Exports;;en;;2016-04-17T13:51:46+00:00;;;2018-10-18T08:39:14+00:00;2018-10-18T08:39:15+00:00;Ministry of Energy, Industry and Mineral Resources;http://www.meim.gov.sa/arabic/statistics/Pages/petroluem.aspx;133;;;;;;;;;;;;;;Yearly;;2005-2015;;;;;;;;;;;;;;;;;;;;;;;;;7
domestic-consumption-of-petroleum-derivatives-barrels-per-day-2005-2014;2018-10-18;;;Saudi Arabia;EMEA;http://www.meim.gov.sa/arabic/Pages/default.aspx;;;;;Thousand Barrels Per Day;;Domestic Consumption of Petroleum Derivatives;<p>This dataset contains Saudi Arabia Domestic Consumption of Petroleum Derivatives (b/d)  2007-2015 Ministry of Energy, Industry and Mineral Resources Gasoline, Liquefied Petroleum Gas , Gas Fuel, Kerosene, Natural Gas, Asphalt, Crude Oil, Lubricant, Diesel, Fuel Oil, Export API data for more datasets to advance energy economics research</p>;Crude Oil & Refined Products, Natural Gas;Gasoline, Liquefied Petroleum Gas , Gas Fuel, Kerosene, Asphalt, Lubricant, Diesel, Fuel Oil;;en;;2016-04-17T14:00:01+00:00;;;2018-09-19T08:02:15+00:00;2018-10-18T07:34:48+00:00;Ministry of Energy, Industry and Mineral Resources;http://www.meim.gov.sa/arabic/statistics/Pages/petroluem.aspx;250;Title: الاستهالك المحلي للمشتقات البترولية ;;;;;;;;;;;;;Yearly;;2007-2015;Country;;;;;;;;;;;;;;;;;;;;;;;;25
domestic-retail-prices-of-petroleum-derivatives-halalas-liter-2005-2014;2018-10-18;;;Saudi Arabia;EMEA;;;;;;Halala/Liter;;Domestic Retail Prices of Petroleum Derivatives;<p>This dataset contains Saudi Arabia Domestic Retail Prices of Petroleum Derivatives 2005-2015 Ministry of Energy, Industry and Mineral Resources Prices, Diesel, Kerosene, Liquefied Petroleum Gas, Premium Gasoline, Export API data for more datasets to advance energy economics research</p>;Crude Oil & Refined Products;Prices, Diesel, Kerosene, Liquefied Petroleum Gas, Premium Gasoline;;en;;2016-04-18T06:50:15+00:00;;;2018-09-19T07:50:02+00:00;2018-10-18T07:23:09+00:00;Ministry of Energy, Industry and Mineral Resources;http://www.meim.gov.sa/arabic/Energy/Pages/petroleum-statistics.aspx;66;;;;;;;;;;;;;;Yearly;;2005-2015;;;;;;;;;;;;;;;;;;;;;;;;;16
gas-stats-2005-2014;2018-10-18;;;Saudi Arabia;EMEA;;Restricted;;;;Bcm, Bcf;;Natural Gas Reserves, Production and Consumption;This dataset contains Saudi Arabia Natural Gas Reserves, Production and Consumption 2005-2015 Ministry of Energy, Industry and Mineral Resources Production, Reserves, Consumption, Export API data for more datasets to advance energy economics research;Natural Gas;Production, Reserves, Consumption;;en;;2016-04-18T07:58:58+00:00;;;2018-09-19T08:14:25+00:00;2018-10-18T07:50:18+00:00;Ministry of Energy, Industry and Mineral Resources;http://www.meim.gov.sa/arabic/Energy/Pages/gas-statistics.aspx;33;;;;;;;;;;;;;;Yearly;;2005-2015;;;;;;;;;;;;;;;;;;;;;;;;;24
natural-gas-production-and-domestic-marketing-2006-2014;2018-10-18;;;Saudi Arabia;EMEA;;Restricted;;;;Billion Cubic Meters;;Natural Gas Production and Domestic Marketing;This dataset contains Saudi Arabia Natural Gas Production and Domestic Marketing 2006-2015 Ministry of Energy, Industry and Mineral Resources Production, Kabrospen, Gasoline, Liquefied Petroleum Gas, Naphtha, Asphalt, Petroleum coke, Fuel oil, Export API data for more datasets to advance energy economics research;Natural Gas;Production, Kabrospen, Gasoline, Liquefied Petroleum Gas, Naphtha, Asphalt, Petroleum coke, Fuel oil;;en;;2016-04-18T08:09:04+00:00;;;2018-09-19T08:12:27+00:00;2018-10-18T07:48:59+00:00;Ministry of Energy, Industry and Mineral Resources;http://www.meim.gov.sa/arabic/Energy/Pages/gas-statistics.aspx;55;;;;;;;;;;;;;;Annually ;;2006 - 2015;;;;;;;;;;;;;;;;;;;;;;;;;11
the-design-capacity-of-the-local-refineries-in-kingdom-barrels-per-day-2005-2014;2018-10-18;;;Saudi Arabia;EMEA;;;;;;kb/d Thousand barrels per day;;The Design Capacity of the Local Refineries in Kingdom;<table><tbody><tr><td><ul><li>* Rabigh Refinery changed its name to Petro Rabigh in October 2008</li><li>** Satrup Refinery began operating ( Saudi Aramco refinery and Total ) in late 2013</li><li>*** Yaserf Refinery began operating ( Saudi Aramco and Sinopec ) in late 2015</li></ul></td><td></td><td></td></tr><tr><td></td><td></td><td></td></tr></tbody></table>;Crude Oil & Refined Products;Samref, Sasref, Yasref, Satorp, Petro Rabigh;;en;;2016-04-18T08:19:15+00:00;;;2018-09-19T07:58:01+00:00;2018-10-18T07:26:30+00:00;Ministry of Energy, Industry and Mineral Resources;http://www.meim.gov.sa/arabic/Energy/Pages/petroleum-statistics.aspx;99;;;;;;;;;;;;;;Yearly;;2005-2015 ;;;;;;;;;;;;;;;;;;;;;;;;;11
energy-for-water-in-agriculture;;;;World;WORLD;https://www.kapsarc.org/terms-conditions/;Public;;;;;;Energy for Water in Agriculture;<p><strong>About the Project </strong></p><p>The project’s objective is to understand how and why the energy required to meet water demand differs between countries. To explore this question, energy used for the extraction, treatment, and transport of water is decomposed. The decomposition offers an empirical base through which to examine how energy is used in the water cycle in countries.</p><p> Building on this empirical base, the project explores the controllable and less controllable factors that lead to differences in energy use for water provision. Particular consideration is given to the effects of industrial structure, pollution, water scarcity and pricing strategies on energy and water use.</p><p> In line with KAPSARC’s overall objectives, the project seeks to provide insights into how current policies influence the energy used for water withdrawals, and where improvements might be made. By exploring case studies from around the globe, the project highlights how successful practices in water and energy management from one country might be transferred to others. </p><p>The workshop series provides a space for dialogue on key issues, feedback on KAPSARC's study program, and options for future research.</p><p><strong>Key Points</strong></p><ul><li>Managing the closely interlinked water-energy-food nexus requires a holistic approach, as inefficient use of any of the three resources can have a negative effect on the other two. In countries with high rainfall, policy makers rarely need to worry about the nexus. But elsewhere, the effects are felt throughout the economy.</li><li>There is significant variance in the productivity of water for agriculture, and the energy required to extract that water, across countries. The most productive countries are typically those where the agriculture sectors rely on rainfall and surface water. Groundwater well depth, pump efficiency and the prevalence of desalination can affect the energy required to meet water demand for agriculture.</li><li>Given uncontrollable factors like water scarcity, there may be limits to how much certain countries can improve their productivity of water for agriculture. The results of our study highlight the opportunity cost for some countries of engaging in certain types of domestic food production, and suggest efficiency gains could be achieved through crop switching and/or importing water intensive crops.</li></ul>;KAPSARC Publications; energy, water cycle, energy management , Discussion paper ;Open Database License (ODbL);en;;2016-04-19T13:22:14+00:00;;;;2018-11-21T07:02:25+00:00;King Abdullah Petroleum Studies And Research Center;https://www.kapsarc.org/wp-content/uploads/2016/04/KS-1632-DP026A-Energy-for-Water-in-Agriculture.pdf;0;Berenice García Téllez, Christopher Napoli;;;;;;;2016-04-19;2016-04-19;King Abdullah Petroleum Studies And Research Center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
substitutes-for-liquid-fuels-outlook-in-a-low-oil-price-environment;;;;World;WORLD;https://www.kapsarc.org/terms-conditions/;Public;;;;;;Substitutes for Liquid Fuels – Outlook in a Low Oil Price Environment;"<p><strong>About the Workshop</strong></p><p>KAPSARC convened a workshop in December 2015 with some 40 international experts in the areas of global oil markets, alternative fuels, electric vehicles and venture capital, to discuss the impact of lower oil prices on the future of alternative liquid fuels. The workshop was held under Chatham House rules.</p><p><strong>Key Points</strong></p><p>The case for alternatives to gasoline and diesel was historically built on economic concerns; that the world might be running out of oil, which would then become prohibitively expensive. More recently, the argument has been refocused around carbon abatement and avoiding the social costs of climate change.</p><ul><li>In the past, initiatives to pursue alternatives to oil would have come to a halt if confronted with the precipitous fall in oil prices seen over the past 18 months. </li><li>Today, the impetus to continue investing in technologies that can be cost competitive with refined oil products is provided by global climate governance discussions. The outlook is therefore unlikely to be affected by short term oil price weakness. </li><li>Innovators attempting to find viable alternatives to oil are now more likely to be venture capital backed entrepreneurs than major oil companies. </li><li>The target ‘cost’ for low carbon alternatives is not based on the current or expected future price of oil but the underlying cost of oil development and production (excluding fiscal rents) plus the social cost of carbon.</li></ul>";KAPSARC Publications; gasoline,  oil , Oil Price , workshop series ;Open Database License (ODbL);en;;2016-04-20T13:22:13+00:00;;;;2018-11-21T07:02:25+00:00;King Abdullah Petroleum Studies And Research Center;https://www.kapsarc.org/wp-content/uploads/2016/04/KS-1627-WB026A-Substitutes-for-Liquid-Fuels-Outlook-in-a-Low-Oil-Price-Environment11.pdf;0;;;;;;;;2016-04-20;2016-04-20;King Abdullah Petroleum Studies And Research Center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kepd_india_unique;2016-04-12;;;India;APAC;https://www.kapsarc.org/terms-conditions/;Public;;;Yes;;;India Solar Energy Policy Database;"<p>
	List of India Solar policy documents
</p>
<p>
	Visit this <a href=""https://www.kapsarc.org/openkapsarc/the-kapsarc-india-solar-policy-atlas/"" target=""_blank"">link </a>for solar atlas.  Visit this <a href=""http://kepd.kapsarc.org/home#?searchType=india"" target=""_blank"">link</a> for policies details

<br/>
Related <a href=""https://datasource.kapsarc.org/explore/dataset/the-kapsarc-energy-policy-database-introducing-a-quantified-library-of-chinas-en/"">KAPSARC Publication</a>
</p>";Policies, Renewable & Alternative Fuels, KAPSARC Models;Solar;CC BY-NC-ND;en;;2016-04-24T10:57:23+00:00;;;2017-12-28T05:43:58+00:00;2017-12-28T05:43:58+00:00;King Abdullah Petroleum Studies And Research Center;http://kepd.kapsarc.org/home#?searchType=india;31;;;;;;;;;;;;;;Yearly;;2009-2015;Country;;;;;;;;;;;;;;;;;;;;;;;;20
europe-built-up-area-point;2018-10-24;;;World;WORLD;http://www.eurogeographics.org/content/terms-and-conditions;Public;http://www.eurogeographics.org/content/copyright;;;;;Europe - Built-up Area - Point;"<p><em>“This product includes Intellectual  Property from European National  Mapping and Cadastral Authorities and  is licensed on behalf of these by  EuroGeographics. Original product is  freely available at <a href=""http://www.eurogeographics.org"">www.eurogeographics.org</a>. Terms of the licence available at <a href=""http://www.eurogeographics.org/form/topographic-data-eurogeographics"">http://www.eurogeographics.org/form/topographic-data-eurogeographics</a>”.  </em>Short form – <em>“© EuroGeographics. Original product is freely available at <a href=""http://www.eurogeographics.org"">www.eurogeographics.org</a>. Terms of the licence available at <a href=""http://www.eurogeographics.org/form/topographic-data-eurogeographics"">http://www.eurogeographics.org/form/topographic-data-eurogeographics</a>”.</em></p>";Residential;;http://www.eurogeographics.org/content/eurogeographics-euroglobalmap-opendata;en;;2016-04-25T20:25:36+00:00;;;2017-03-22T13:43:03+00:00;2018-11-21T07:30:34+00:00;EuroGeographics;http://www.eurogeographics.org/form/topographic-data-eurogeographics;54923;;;;;;;;;;;;;;ANNUALLY;;2012 - 2015;;;;;;;;;;;;;;;;;;;;;;;;;25
europe-built-up-area-area;2018-10-24;;;Europe;EMEA;http://www.eurogeographics.org/content/terms-and-conditions;Public;http://www.eurogeographics.org/content/copyright;;;;;Europe - Built-up Area - Area;"<p><em>“This product includes Intellectual  Property from European National  Mapping and Cadastral Authorities and  is licensed on behalf of these by  EuroGeographics. Original product is  freely available at <a href=""http://www.eurogeographics.org"">www.eurogeographics.org</a>. Terms of the licence available at <a href=""http://www.eurogeographics.org/form/topographic-data-eurogeographics"">http://www.eurogeographics.org/form/topographic-data-eurogeographics</a>”.  </em>Short form – <em>“© EuroGeographics. Original product is freely available at <a href=""http://www.eurogeographics.org"">www.eurogeographics.org</a>. Terms of the licence available at <a href=""http://www.eurogeographics.org/form/topographic-data-eurogeographics"">http://www.eurogeographics.org/form/topographic-data-eurogeographics</a>”.</em></p>";Residential;;http://www.eurogeographics.org/content/eurogeographics-euroglobalmap-opendata;en;;2016-04-25T20:32:52+00:00;;;2017-03-22T13:42:11+00:00;2018-11-21T07:30:32+00:00;EuroGeographics;http://www.eurogeographics.org/form/topographic-data-eurogeographics;2782;;;;;;;;;;;;;;ANNUALLY;;2011;;;;;;;;;;;;;;;;;;;;;;;;;27
europe-railway-station;2018-10-24;;;Europe;EMEA;;Public;http://www.eurogeographics.org/content/copyright;;;;;Europe - Railway Station;"<p><em>“This product includes Intellectual  Property from European National  Mapping and Cadastral Authorities and  is licensed on behalf of these by  EuroGeographics. Original product is  freely available at <a href=""http://www.eurogeographics.org"">www.eurogeographics.org</a>. Terms of the licence available at <a href=""http://www.eurogeographics.org/form/topographic-data-eurogeographics"">http://www.eurogeographics.org/form/topographic-data-eurogeographics</a>”.  </em>Short form – <em>“© EuroGeographics. Original product is freely available at <a href=""http://www.eurogeographics.org"">www.eurogeographics.org</a>. Terms of the licence available at <a href=""http://www.eurogeographics.org/form/topographic-data-eurogeographics"">http://www.eurogeographics.org/form/topographic-data-eurogeographics</a>”.</em></p>";Transportation;Station;http://www.eurogeographics.org/content/eurogeographics-euroglobalmap-opendata;en;;2016-04-25T22:07:39+00:00;;;2017-03-22T13:46:14+00:00;2018-11-21T07:30:32+00:00;EuroGeographics;http://www.eurogeographics.org/form/topographic-data-eurogeographics;8128;;;;;;;;;;;;;;ANNUALLY;;2012 - 2015;;;;;;;;;;;;;;;;;;;;;;;;;180
europe-road;2018-10-24;;;Europe;EMEA;http://www.eurogeographics.org/content/terms-and-conditions;Public;http://www.eurogeographics.org/content/copyright;;;;;Europe - Road;"<p><em>“This product includes Intellectual    Property from European National  Mapping and Cadastral Authorities and    is licensed on behalf of these by  EuroGeographics. Original product is    freely available at <a href=""http://www.eurogeographics.org"">www.eurogeographics.org</a>. Terms of the licence available at <a href=""http://www.eurogeographics.org/form/topographic-data-eurogeographics"">http://www.eurogeographics.org/form/topographic-data-eurogeographics</a>”.  </em>Short form – <em>“© EuroGeographics. Original product is freely available at <a href=""http://www.eurogeographics.org"">www.eurogeographics.org</a>. Terms of the licence available at <a href=""http://www.eurogeographics.org/form/topographic-data-eurogeographics"">http://www.eurogeographics.org/form/topographic-data-eurogeographics</a>”.</em></p>";Transportation;Road;http://www.eurogeographics.org/content/eurogeographics-euroglobalmap-opendata;en;;2016-04-26T07:58:58+00:00;;;2017-03-22T14:05:42+00:00;2018-11-21T07:30:33+00:00;EuroGeographics;http://www.eurogeographics.org/form/topographic-data-eurogeographics;460111;;;;;;;;2016-12-29;;;;;;;;2013 - 2015;;;;;;;;;;;;;;;;;;;;;;;;;52
